1	0.20503265162309012
2	0.22355650613705316
3	0.2784852832555771
4	0.2173174743851026
5	0.12216951449712117
6	0.0767747089266777
7	0.08238291243712108
8	0.05488997573653857
9	0.09374749412139256
10	0.06869080786903699
11	0.05989394336938858
12	0.061052837719519935
13	0.050466470420360565
14	0.05108806242545446
15	0.0626758374273777
16	0.05720797802011172
17	0.03549997384349505
18	0.043671466410160065
19	0.051804929971694946
20	0.04543816298246384
21	0.03350629781683286
22	0.05063286299506823
23	0.05094966913263003
24	0.04388543342550596
25	0.04134658103187879
26	0.03941220293442408
27	0.060179577519496284
28	0.04201702525218328
29	0.04869814837972323
30	0.046167747428019844
31	0.04193036009867986
32	0.03558522276580334
33	0.04988380645712217
34	0.04682686676581701
35	0.05914675444364548
36	0.05582321683565775
37	0.044219715520739555
38	0.047879875948031746
39	0.051285250733296074
40	0.03810638251403967
41	0.050451502203941345
42	0.05389063432812691
43	0.034935141603151955
44	0.034146254882216454
45	0.04038370028138161
46	0.07120516896247864
47	0.03487483660380045
48	0.03935126463572184
49	0.04347684606909752
50	0.04903713117043177
